"","State","Year","variable","value"
"13491","LA",1986,"Property",1575000
"13492","LA",1987,"Property",55135000
"13493","LA",1988,"Property",29260500
"13494","LA",1989,"Property",13605000
"13495","LA",1990,"Property",2161750
"13496","LA",1991,"Property",7712750
"13497","LA",1992,"Property",76922500
"13498","LA",1993,"Property",82330500
"13499","LA",1994,"Property",56202750
"13500","LA",1995,"Property",2607596650
"13501","LA",1996,"Property",25144600
"13502","LA",1997,"Property",49891500
"13503","LA",1998,"Property",136588300
"13504","LA",1999,"Property",33292000
"13505","LA",2000,"Property",243978850
"13506","LA",2001,"Property",39318500
"13507","LA",2002,"Property",660329250
"13508","LA",2003,"Property",51383250
"13509","LA",2004,"Property",39001000
"13510","LA",2005,"Property",52779606500
"13511","LA",2006,"Property",661248550
"13512","LA",2007,"Property",19505500
"13513","LA",2008,"Property",773296550
"13514","LA",2009,"Property",780738750
"13515","LA",2010,"Property",53350600
"13516","LA",2011,"Property",75406900
"13517","MA",1950,"Property",0
"13518","MA",1951,"Property",2500
"13519","MA",1952,"Property",0
"13520","MA",1953,"Property",257500000
"13521","MA",1954,"Property",5000
"13522","MA",1955,"Property",7500
"13523","MA",1956,"Property",2855500
"13524","MA",1957,"Property",55750
"13525","MA",1958,"Property",520500
"13526","MA",1959,"Property",0
"13527","MA",1960,"Property",30
"13528","MA",1961,"Property",75000
"13529","MA",1962,"Property",50000
"13530","MA",1963,"Property",110000
"13531","MA",1964,"Property",305000
"13532","MA",1965,"Property",250280
"13533","MA",1966,"Property",300250
"13534","MA",1967,"Property",250
"13535","MA",1968,"Property",282750
"13536","MA",1969,"Property",2500
"13537","MA",1970,"Property",1075000
"13538","MA",1971,"Property",80250
"13539","MA",1972,"Property",2590000
"13540","MA",1973,"Property",25025250
"13541","MA",1974,"Property",250000
"13542","MA",1975,"Property",50000
"13543","MA",1976,"Property",2500
"13544","MA",1977,"Property",25000
"13545","MA",1978,"Property",250
"13546","MA",1979,"Property",2525000
"13547","MA",1980,"Property",0
"13548","MA",1981,"Property",25000
"13549","MA",1982,"Property",0
"13550","MA",1983,"Property",280
"13551","MA",1984,"Property",52500
"13552","MA",1985,"Property",250
"13553","MA",1986,"Property",502500
"13554","MA",1987,"Property",0
"13555","MA",1988,"Property",0
"13556","MA",1989,"Property",1052500
"13557","MA",1990,"Property",5030
"13558","MA",1991,"Property",250000
"13559","MA",1992,"Property",25000
"13560","MA",1993,"Property",2200000
"13561","MA",1994,"Property",17605000
"13562","MA",1995,"Property",77101
"13563","MA",1996,"Property",63957200
"13564","MA",1997,"Property",14815390
"13565","MA",1998,"Property",24619500
"13566","MA",1999,"Property",462500
"13567","MA",2000,"Property",677000
"13568","MA",2001,"Property",39161000
"13569","MA",2002,"Property",4088000
"13570","MA",2003,"Property",6825000
"13571","MA",2004,"Property",3757000
"13572","MA",2005,"Property",19998500
"13573","MA",2006,"Property",22530000
"13574","MA",2007,"Property",3443500
"13575","MA",2008,"Property",55592750
"13576","MA",2009,"Property",3132000
"13577","MA",2010,"Property",172996850
"13578","MA",2011,"Property",527046000
"13579","MD",1950,"Property",2500
"13580","MD",1951,"Property",0
"13581","MD",1952,"Property",75250
"13582","MD",1953,"Property",2750
"13583","MD",1954,"Property",25000
"13584","MD",1955,"Property",0
"13585","MD",1956,"Property",0
"13586","MD",1957,"Property",0
"13587","MD",1958,"Property",50000
"13588","MD",1959,"Property",27500
"13589","MD",1960,"Property",5000
"13590","MD",1961,"Property",302500
"13591","MD",1962,"Property",50250
"13592","MD",1963,"Property",50000
"13593","MD",1964,"Property",0
"13594","MD",1965,"Property",50000
"13595","MD",1966,"Property",50000
"13596","MD",1967,"Property",80000
"13597","MD",1968,"Property",0
"13598","MD",1969,"Property",275000
"13599","MD",1970,"Property",0
"13600","MD",1971,"Property",525000
"13601","MD",1972,"Property",250000
"13602","MD",1973,"Property",55000
"13603","MD",1974,"Property",32500
"13604","MD",1975,"Property",380000
"13605","MD",1976,"Property",775000
"13606","MD",1977,"Property",25250
"13607","MD",1978,"Property",627500
"13608","MD",1979,"Property",3077500
"13609","MD",1980,"Property",525000
"13610","MD",1981,"Property",2525000
"13611","MD",1982,"Property",2500
"13612","MD",1983,"Property",1e+05
"13613","MD",1984,"Property",7775000
"13614","MD",1985,"Property",0
"13615","MD",1986,"Property",0
"13616","MD",1987,"Property",0
"13617","MD",1988,"Property",0
"13618","MD",1989,"Property",250000
"13619","MD",1990,"Property",28352500
"13620","MD",1991,"Property",25000
"13621","MD",1992,"Property",5052500
"13622","MD",1993,"Property",21005000
"13623","MD",1994,"Property",28961000
"13624","MD",1995,"Property",12493000
"13625","MD",1996,"Property",108393000
"13626","MD",1997,"Property",3783000
"13627","MD",1998,"Property",18078000
"13628","MD",1999,"Property",30741000
"13629","MD",2000,"Property",6856400
"13630","MD",2001,"Property",107316500
"13631","MD",2002,"Property",129599100
"13632","MD",2003,"Property",596093200
"13633","MD",2004,"Property",9959750
"13634","MD",2005,"Property",3670000
"13635","MD",2006,"Property",38269000
"13636","MD",2007,"Property",446000
"13637","MD",2008,"Property",5990200
"13638","MD",2009,"Property",1431700
"13639","MD",2010,"Property",2561340
"13640","MD",2011,"Property",12875900
"13641","ME",1950,"Property",0
"13642","ME",1951,"Property",0
"13643","ME",1952,"Property",0
"13644","ME",1953,"Property",250
"13645","ME",1954,"Property",50000
"13646","ME",1955,"Property",0
"13647","ME",1956,"Property",50000
"13648","ME",1957,"Property",2500
"13649","ME",1958,"Property",105250
"13650","ME",1959,"Property",35000
"13651","ME",1960,"Property",25000
"13652","ME",1961,"Property",375000
"13653","ME",1962,"Property",5000
"13654","ME",1963,"Property",260250
"13655","ME",1964,"Property",0
"13656","ME",1965,"Property",255000
"13657","ME",1966,"Property",50000
"13658","ME",1967,"Property",25000
"13659","ME",1968,"Property",27500
"13660","ME",1969,"Property",25000
"13661","ME",1970,"Property",27500
"13662","ME",1971,"Property",1328000
"13663","ME",1972,"Property",5000
"13664","ME",1973,"Property",25000
"13665","ME",1974,"Property",2500
"13666","ME",1975,"Property",27500
"13667","ME",1976,"Property",250000
"13668","ME",1977,"Property",25000
"13669","ME",1978,"Property",250
"13670","ME",1979,"Property",0
"13671","ME",1980,"Property",0
"13672","ME",1981,"Property",25000
"13673","ME",1982,"Property",0
"13674","ME",1983,"Property",0
"13675","ME",1984,"Property",250000
"13676","ME",1985,"Property",0
"13677","ME",1986,"Property",2750000
"13678","ME",1987,"Property",0
"13679","ME",1988,"Property",2500000
"13680","ME",1989,"Property",250000
"13681","ME",1990,"Property",0
"13682","ME",1991,"Property",0
"13683","ME",1992,"Property",0
"13684","ME",1993,"Property",51500
"13685","ME",1994,"Property",57830500
"13686","ME",1995,"Property",2400000
"13687","ME",1996,"Property",33142000
"13688","ME",1997,"Property",960000
"13689","ME",1998,"Property",325468500
"13690","ME",1999,"Property",1251300
"13691","ME",2000,"Property",4208000
"13692","ME",2001,"Property",609000
"13693","ME",2002,"Property",800500
"13694","ME",2003,"Property",454000
"13695","ME",2004,"Property",667000
"13696","ME",2005,"Property",8909000
"13697","ME",2006,"Property",11701000
"13698","ME",2007,"Property",63922500
"13699","ME",2008,"Property",27088700
"13700","ME",2009,"Property",5358000
"13701","ME",2010,"Property",5436000
"13702","ME",2011,"Property",2610500
"13703","MI",1950,"Property",0
"13704","MI",1951,"Property",827500
"13705","MI",1952,"Property",0
"13706","MI",1953,"Property",84055500
"13707","MI",1954,"Property",385500
"13708","MI",1955,"Property",570250
"13709","MI",1956,"Property",20935250
"13710","MI",1957,"Property",907530
"13711","MI",1958,"Property",30340
"13712","MI",1959,"Property",250
"13713","MI",1960,"Property",82500
"13714","MI",1961,"Property",325000
"13715","MI",1962,"Property",55250
"13716","MI",1963,"Property",575000
"13717","MI",1964,"Property",3950000
"13718","MI",1965,"Property",310175000
"13719","MI",1966,"Property",133000
"13720","MI",1967,"Property",28907750
"13721","MI",1968,"Property",5982500
"13722","MI",1969,"Property",5602500
"13723","MI",1970,"Property",50000
"13724","MI",1971,"Property",1052500
"13725","MI",1972,"Property",5608000
"13726","MI",1973,"Property",1171120
"13727","MI",1974,"Property",5148750
"13728","MI",1975,"Property",995250
"13729","MI",1976,"Property",32050060
"13730","MI",1977,"Property",7010530
"13731","MI",1978,"Property",1428310
"13732","MI",1979,"Property",1057530
"13733","MI",1980,"Property",52910500
"13734","MI",1981,"Property",282500
"13735","MI",1982,"Property",9590530
"13736","MI",1983,"Property",50978780
"13737","MI",1984,"Property",16628560
"13738","MI",1985,"Property",765000
"13739","MI",1986,"Property",14367750
"13740","MI",1987,"Property",2974030
"13741","MI",1988,"Property",5932780
"13742","MI",1989,"Property",1635750
"13743","MI",1990,"Property",7967500
"13744","MI",1991,"Property",41820500
"13745","MI",1992,"Property",5652500
"13746","MI",1993,"Property",12668000
"13747","MI",1994,"Property",85838100
"13748","MI",1995,"Property",62447100
"13749","MI",1996,"Property",46047700
"13750","MI",1997,"Property",178247000
"13751","MI",1998,"Property",208453300
"13752","MI",1999,"Property",11563500
"13753","MI",2000,"Property",49616500
"13754","MI",2001,"Property",43707700
"13755","MI",2002,"Property",32092000
"13756","MI",2003,"Property",209243250
"13757","MI",2004,"Property",137522000
"13758","MI",2005,"Property",20024000
"13759","MI",2006,"Property",12722400
"13760","MI",2007,"Property",163034500
"13761","MI",2008,"Property",45379080
"13762","MI",2009,"Property",54420000
"13763","MI",2010,"Property",252435000
"13764","MI",2011,"Property",79021500
"13765","MN",1950,"Property",2500
"13766","MN",1951,"Property",30250000
"13767","MN",1952,"Property",17600000
"13768","MN",1953,"Property",8277500
"13769","MN",1954,"Property",602500
"13770","MN",1955,"Property",3525750
"13771","MN",1956,"Property",275000
"13772","MN",1957,"Property",577620
"13773","MN",1958,"Property",530370
"13774","MN",1959,"Property",1178000
"13775","MN",1960,"Property",102530
"13776","MN",1961,"Property",627500
"13777","MN",1962,"Property",605000
"13778","MN",1963,"Property",602500
"13779","MN",1964,"Property",1965030
"13780","MN",1965,"Property",258182500
"13781","MN",1966,"Property",2665030
"13782","MN",1967,"Property",280450250
"13783","MN",1968,"Property",9022750
"13784","MN",1969,"Property",16667750
"13785","MN",1970,"Property",3905000
"13786","MN",1971,"Property",695250
"13787","MN",1972,"Property",25030
"13788","MN",1973,"Property",4172500
"13789","MN",1974,"Property",1180000
"13790","MN",1975,"Property",6155000
"13791","MN",1976,"Property",3475250
"13792","MN",1977,"Property",10600000
"13793","MN",1978,"Property",28733530
"13794","MN",1979,"Property",13100030
"13795","MN",1980,"Property",36277560
"13796","MN",1981,"Property",62958240
"13797","MN",1982,"Property",9430000
"13798","MN",1983,"Property",8003090
"13799","MN",1984,"Property",93552500
"13800","MN",1985,"Property",12207500
"13801","MN",1986,"Property",7635500
"13802","MN",1987,"Property",33032500
"13803","MN",1988,"Property",75000
"13804","MN",1989,"Property",30
"13805","MN",1990,"Property",302500
"13806","MN",1991,"Property",3075000
"13807","MN",1992,"Property",100275000
"13808","MN",1993,"Property",22550000
"13809","MN",1994,"Property",24535750
"13810","MN",1995,"Property",24024600
"13811","MN",1996,"Property",60905500
"13812","MN",1997,"Property",785737300
"13813","MN",1998,"Property",1496643000
"13814","MN",1999,"Property",10368500
"13815","MN",2000,"Property",57860970
"13816","MN",2001,"Property",408220600
"13817","MN",2002,"Property",239761900
"13818","MN",2003,"Property",35254300
"13819","MN",2004,"Property",20174600
"13820","MN",2005,"Property",312298900
"13821","MN",2006,"Property",204997350
"13822","MN",2007,"Property",229447800
"13823","MN",2008,"Property",59829600
"13824","MN",2009,"Property",6553400
"13825","MN",2010,"Property",115469900
"13826","MN",2011,"Property",189312500
"13827","MO",1950,"Property",2755500
"13828","MO",1951,"Property",305250
"13829","MO",1952,"Property",27877750
"13830","MO",1953,"Property",57530
"13831","MO",1954,"Property",1370560
"13832","MO",1955,"Property",2063430
"13833","MO",1956,"Property",1016030
"13834","MO",1957,"Property",82226120
"13835","MO",1958,"Property",4268090
"13836","MO",1959,"Property",50868060
"13837","MO",1960,"Property",1128000
"13838","MO",1961,"Property",4580060
"13839","MO",1962,"Property",505710
"13840","MO",1963,"Property",733000
"13841","MO",1964,"Property",12955030
"13842","MO",1965,"Property",1766120
"13843","MO",1966,"Property",5998620
"13844","MO",1967,"Property",65238700
"13845","MO",1968,"Property",1210870
"13846","MO",1969,"Property",11953120
"13847","MO",1970,"Property",5160680
"13848","MO",1971,"Property",26738000
"13849","MO",1972,"Property",2755000
"13850","MO",1973,"Property",19008780
"13851","MO",1974,"Property",3352500
"13852","MO",1975,"Property",39130000
"13853","MO",1976,"Property",8625000
"13854","MO",1977,"Property",63435000
"13855","MO",1978,"Property",5852500
"13856","MO",1979,"Property",8050500
"13857","MO",1980,"Property",36375000
"13858","MO",1981,"Property",59085710
"13859","MO",1982,"Property",188414080
"13860","MO",1983,"Property",35836340
"13861","MO",1984,"Property",70212780
"13862","MO",1985,"Property",4252500
"13863","MO",1986,"Property",60352750
"13864","MO",1987,"Property",75250
"13865","MO",1988,"Property",60375000
"13866","MO",1989,"Property",5525500
"13867","MO",1990,"Property",84380250
"13868","MO",1991,"Property",51352500
"13869","MO",1992,"Property",2160750
"13870","MO",1993,"Property",260159650
"13871","MO",1994,"Property",71033550
"13872","MO",1995,"Property",31324842
"13873","MO",1996,"Property",45443860
"13874","MO",1997,"Property",16181270
"13875","MO",1998,"Property",45575330
"13876","MO",1999,"Property",35228150
"13877","MO",2000,"Property",127389930
"13878","MO",2001,"Property",1080015200
"13879","MO",2002,"Property",114944150
"13880","MO",2003,"Property",305282730
"13881","MO",2004,"Property",29614970
"13882","MO",2005,"Property",12111130
"13883","MO",2006,"Property",168489140
"13884","MO",2007,"Property",46430500
"13885","MO",2008,"Property",220931850
"13886","MO",2009,"Property",190088600
"13887","MO",2010,"Property",107129800
"13888","MO",2011,"Property",3152473850
"13889","MS",1950,"Property",1375000
"13890","MS",1951,"Property",110000
"13891","MS",1952,"Property",327500
"13892","MS",1953,"Property",28337500
"13893","MS",1954,"Property",3682750
"13894","MS",1955,"Property",777500
"13895","MS",1956,"Property",2775000
"13896","MS",1957,"Property",3985060
"13897","MS",1958,"Property",9732500
"13898","MS",1959,"Property",792750
"13899","MS",1960,"Property",335000
"13900","MS",1961,"Property",740250
"13901","MS",1962,"Property",1112500
"13902","MS",1963,"Property",827500
"13903","MS",1964,"Property",77500
"13904","MS",1965,"Property",740750
"13905","MS",1966,"Property",77537530
"13906","MS",1967,"Property",25757530
"13907","MS",1968,"Property",405250
"13908","MS",1969,"Property",2182500
"13909","MS",1970,"Property",3337750
"13910","MS",1971,"Property",34045000
"13911","MS",1972,"Property",4637750
"13912","MS",1973,"Property",11447500
"13913","MS",1974,"Property",1591370
"13914","MS",1975,"Property",30943030
"13915","MS",1976,"Property",52412500
"13916","MS",1977,"Property",5712750
"13917","MS",1978,"Property",104152750
"13918","MS",1979,"Property",2805000
"13919","MS",1980,"Property",65255000
"13920","MS",1981,"Property",1030000
"13921","MS",1982,"Property",107625250
"13922","MS",1983,"Property",14750000
"13923","MS",1984,"Property",130302750
"13924","MS",1985,"Property",2137500
"13925","MS",1986,"Property",28825000
"13926","MS",1987,"Property",90630000
"13927","MS",1988,"Property",24607500
"13928","MS",1989,"Property",6357500
"13929","MS",1990,"Property",10580000
"13930","MS",1991,"Property",1328000
"13931","MS",1992,"Property",176233000
"13932","MS",1993,"Property",14021500
"13933","MS",1994,"Property",27653450
"13934","MS",1995,"Property",7098000
"13935","MS",1996,"Property",30401770
"13936","MS",1997,"Property",40868410
"13937","MS",1998,"Property",739954800
"13938","MS",1999,"Property",15541490
"13939","MS",2000,"Property",11125060
"13940","MS",2001,"Property",126280900
"13941","MS",2002,"Property",118341950
"13942","MS",2003,"Property",348645980
"13943","MS",2004,"Property",57127350
"13944","MS",2005,"Property",24871194410
"13945","MS",2006,"Property",88509600
"13946","MS",2007,"Property",20680160
"13947","MS",2008,"Property",152361650
"13948","MS",2009,"Property",47660200
"13949","MS",2010,"Property",391692000
"13950","MS",2011,"Property",1628614700
"13951","MT",1950,"Property",0
"13952","MT",1951,"Property",0
"13953","MT",1952,"Property",5e+05
"13954","MT",1953,"Property",25500
"13955","MT",1954,"Property",27750
"13956","MT",1955,"Property",52500
"13957","MT",1956,"Property",0
"13958","MT",1957,"Property",250
"13959","MT",1958,"Property",2502780
"13960","MT",1959,"Property",5030
"13961","MT",1960,"Property",2750
"13962","MT",1961,"Property",2502500
"13963","MT",1962,"Property",282750
"13964","MT",1963,"Property",0
"13965","MT",1964,"Property",252500
"13966","MT",1965,"Property",2575250
"13967","MT",1966,"Property",250
"13968","MT",1967,"Property",0
"13969","MT",1968,"Property",250
"13970","MT",1969,"Property",25250
"13971","MT",1970,"Property",250
"13972","MT",1971,"Property",53000
"13973","MT",1972,"Property",5250
"13974","MT",1973,"Property",25030
"13975","MT",1974,"Property",0
"13976","MT",1975,"Property",1e+05
"13977","MT",1976,"Property",2525000
"13978","MT",1977,"Property",6e+05
"13979","MT",1978,"Property",1e+06
"13980","MT",1979,"Property",5e+05
"13981","MT",1980,"Property",1e+06
"13982","MT",1981,"Property",0
"13983","MT",1982,"Property",252530
"13984","MT",1983,"Property",255030
"13985","MT",1984,"Property",275000
"13986","MT",1985,"Property",2750
"13987","MT",1986,"Property",5000
"13988","MT",1987,"Property",25000
"13989","MT",1988,"Property",308000
"13990","MT",1989,"Property",250000
"13991","MT",1990,"Property",2500
"13992","MT",1991,"Property",440000
"13993","MT",1992,"Property",277500
"13994","MT",1993,"Property",13120500
"13995","MT",1994,"Property",48636700
"13996","MT",1995,"Property",7736000
"13997","MT",1996,"Property",2399400
"13998","MT",1997,"Property",5057500
"13999","MT",1998,"Property",18548200
"14000","MT",1999,"Property",18801000
"14001","MT",2000,"Property",10315000
"14002","MT",2001,"Property",4445000
"14003","MT",2002,"Property",6892000
"14004","MT",2003,"Property",6884000
"14005","MT",2004,"Property",667000
"14006","MT",2005,"Property",8856000
"14007","MT",2006,"Property",9390000
"14008","MT",2007,"Property",13050000
"14009","MT",2008,"Property",3567000
"14010","MT",2009,"Property",2257500
"14011","MT",2010,"Property",127370400
"14012","MT",2011,"Property",21425500
"14013","NC",1950,"Property",282500
"14014","NC",1951,"Property",1e+05
"14015","NC",1952,"Property",350000
"14016","NC",1953,"Property",300060
"14017","NC",1954,"Property",877500
"14018","NC",1955,"Property",352500
"14019","NC",1956,"Property",357500
"14020","NC",1957,"Property",2552500
"14021","NC",1958,"Property",30000
"14022","NC",1959,"Property",252500
"14023","NC",1960,"Property",427500
"14024","NC",1961,"Property",602750
"14025","NC",1962,"Property",277500
"14026","NC",1963,"Property",1130000
"14027","NC",1964,"Property",1852810
"14028","NC",1965,"Property",7902500
"14029","NC",1966,"Property",1302500
"14030","NC",1967,"Property",6e+05
"14031","NC",1968,"Property",6e+05
"14032","NC",1969,"Property",1127500
"14033","NC",1970,"Property",50000
"14034","NC",1971,"Property",3250250
"14035","NC",1972,"Property",2525000
"14036","NC",1973,"Property",4305000
"14037","NC",1974,"Property",29282500
"14038","NC",1975,"Property",6658250
"14039","NC",1976,"Property",4937500
"14040","NC",1977,"Property",3358000
"14041","NC",1978,"Property",1562750
"14042","NC",1979,"Property",1125280
"14043","NC",1980,"Property",828250
"14044","NC",1981,"Property",7275000
"14045","NC",1982,"Property",930030
"14046","NC",1983,"Property",7102750
"14047","NC",1984,"Property",351602500
"14048","NC",1985,"Property",3057500
"14049","NC",1986,"Property",1382500
"14050","NC",1987,"Property",3025000
"14051","NC",1988,"Property",290055250
"14052","NC",1989,"Property",167100000
"14053","NC",1990,"Property",1655000
"14054","NC",1991,"Property",11362500
"14055","NC",1992,"Property",10865250
"14056","NC",1993,"Property",112115500
"14057","NC",1994,"Property",13810500
"14058","NC",1995,"Property",65233231
"14059","NC",1996,"Property",1518932500
"14060","NC",1997,"Property",30575700
"14061","NC",1998,"Property",233382030
"14062","NC",1999,"Property",3621701000
"14063","NC",2000,"Property",11736600
"14064","NC",2001,"Property",8691000
"14065","NC",2002,"Property",211736300
"14066","NC",2003,"Property",503280500
"14067","NC",2004,"Property",250780000
"14068","NC",2005,"Property",64550300
"14069","NC",2006,"Property",13059800
"14070","NC",2007,"Property",7732000
"14071","NC",2008,"Property",49306900
"14072","NC",2009,"Property",28694750
"14073","NC",2010,"Property",53886650
"14074","NC",2011,"Property",495816000
"14075","ND",1950,"Property",275000
"14076","ND",1951,"Property",250
"14077","ND",1952,"Property",880000
"14078","ND",1953,"Property",807500
"14079","ND",1954,"Property",25000
"14080","ND",1955,"Property",587500
"14081","ND",1956,"Property",802500
"14082","ND",1957,"Property",25110030
"14083","ND",1958,"Property",105090
"14084","ND",1959,"Property",27750
"14085","ND",1960,"Property",35030
"14086","ND",1961,"Property",0
"14087","ND",1962,"Property",60250
"14088","ND",1963,"Property",25500
"14089","ND",1964,"Property",507750
"14090","ND",1965,"Property",1437750
"14091","ND",1966,"Property",1355500
"14092","ND",1967,"Property",102500
"14093","ND",1968,"Property",552500
"14094","ND",1969,"Property",80000
"14095","ND",1970,"Property",135250
"14096","ND",1971,"Property",595000
"14097","ND",1972,"Property",305250
"14098","ND",1973,"Property",1525000
"14099","ND",1974,"Property",2102500
"14100","ND",1975,"Property",2830250
"14101","ND",1976,"Property",1482500
"14102","ND",1977,"Property",2127500
"14103","ND",1978,"Property",3590280
"14104","ND",1979,"Property",580500
"14105","ND",1980,"Property",180250
"14106","ND",1981,"Property",503000
"14107","ND",1982,"Property",675300
"14108","ND",1983,"Property",578540
"14109","ND",1984,"Property",355000
"14110","ND",1985,"Property",652500
"14111","ND",1986,"Property",5927500
"14112","ND",1987,"Property",1900000
"14113","ND",1988,"Property",1675000
"14114","ND",1989,"Property",6e+05
"14115","ND",1990,"Property",1427500
"14116","ND",1991,"Property",807750
"14117","ND",1992,"Property",3077500
"14118","ND",1993,"Property",15115000
"14119","ND",1994,"Property",11703000
"14120","ND",1995,"Property",42255000
"14121","ND",1996,"Property",20192500
"14122","ND",1997,"Property",3749218200
"14123","ND",1998,"Property",3776600
"14124","ND",1999,"Property",219163000
"14125","ND",2000,"Property",147586500
"14126","ND",2001,"Property",321993000
"14127","ND",2002,"Property",2191600
"14128","ND",2003,"Property",7931000
"14129","ND",2004,"Property",10892000
"14130","ND",2005,"Property",124382000
"14131","ND",2006,"Property",23550000
"14132","ND",2007,"Property",109215600
"14133","ND",2008,"Property",7738000
"14134","ND",2009,"Property",54480000
"14135","ND",2010,"Property",42101500
"14136","ND",2011,"Property",336269900
"14137","NE",1950,"Property",2577500
"14138","NE",1951,"Property",57500
"14139","NE",1952,"Property",502500
"14140","NE",1953,"Property",9268500
"14141","NE",1954,"Property",8367750
"14142","NE",1955,"Property",1365750
"14143","NE",1956,"Property",1775250
"14144","NE",1957,"Property",8779200
"14145","NE",1958,"Property",1709170
"14146","NE",1959,"Property",1463530
"14147","NE",1960,"Property",2035000
"14148","NE",1961,"Property",552500
"14149","NE",1962,"Property",11230250
"14150","NE",1963,"Property",662500
"14151","NE",1964,"Property",6255250
"14152","NE",1965,"Property",100650000
"14153","NE",1966,"Property",27500
"14154","NE",1967,"Property",2107500
"14155","NE",1968,"Property",2882500
"14156","NE",1969,"Property",627750
"14157","NE",1970,"Property",6e+05
"14158","NE",1971,"Property",1407500
"14159","NE",1972,"Property",110250
"14160","NE",1973,"Property",11202750
"14161","NE",1974,"Property",12567500
"14162","NE",1975,"Property",257294000
"14163","NE",1976,"Property",6082590
"14164","NE",1977,"Property",11093500
"14165","NE",1978,"Property",71618000
"14166","NE",1979,"Property",11010310
"14167","NE",1980,"Property",303080530
"14168","NE",1981,"Property",2075590
"14169","NE",1982,"Property",4913420
"14170","NE",1983,"Property",1602650
"14171","NE",1984,"Property",42067530
"14172","NE",1985,"Property",26568000
"14173","NE",1986,"Property",60016630
"14174","NE",1987,"Property",3935460
"14175","NE",1988,"Property",10361840
"14176","NE",1989,"Property",7926400
"14177","NE",1990,"Property",267846080
"14178","NE",1991,"Property",15493000
"14179","NE",1992,"Property",41115780
"14180","NE",1993,"Property",79606000
"14181","NE",1994,"Property",40486550
"14182","NE",1995,"Property",28878908.8
"14183","NE",1996,"Property",53358300
"14184","NE",1997,"Property",109048000
"14185","NE",1998,"Property",25738200
"14186","NE",1999,"Property",109551000
"14187","NE",2000,"Property",31392700
"14188","NE",2001,"Property",581472120
"14189","NE",2002,"Property",110639200
"14190","NE",2003,"Property",46766400
"14191","NE",2004,"Property",201573300
"14192","NE",2005,"Property",117035200
"14193","NE",2006,"Property",55313600
"14194","NE",2007,"Property",27853050
"14195","NE",2008,"Property",87259900
"14196","NE",2009,"Property",11181500
"14197","NE",2010,"Property",25314050
"14198","NE",2011,"Property",48704700
"14199","NH",1950,"Property",0
"14200","NH",1951,"Property",2500
"14201","NH",1952,"Property",0
"14202","NH",1953,"Property",25250
"14203","NH",1954,"Property",25000
"14204","NH",1955,"Property",25000
"14205","NH",1956,"Property",25250
"14206","NH",1957,"Property",25000
"14207","NH",1958,"Property",0
"14208","NH",1959,"Property",25000
"14209","NH",1960,"Property",2500
"14210","NH",1961,"Property",257500
"14211","NH",1962,"Property",27500
"14212","NH",1963,"Property",855000
"14213","NH",1964,"Property",25000
"14214","NH",1965,"Property",52500
"14215","NH",1966,"Property",257500
"14216","NH",1967,"Property",25000
"14217","NH",1968,"Property",77500
"14218","NH",1969,"Property",27500
"14219","NH",1970,"Property",325000
"14220","NH",1971,"Property",0
"14221","NH",1972,"Property",330250
"14222","NH",1973,"Property",0
"14223","NH",1974,"Property",2500
"14224","NH",1975,"Property",0
"14225","NH",1976,"Property",250000
"14226","NH",1977,"Property",0
"14227","NH",1978,"Property",27750
"14228","NH",1979,"Property",0
"14229","NH",1980,"Property",250000
"14230","NH",1981,"Property",2500000
"14231","NH",1982,"Property",0
"14232","NH",1983,"Property",0
"14233","NH",1984,"Property",775000
"14234","NH",1985,"Property",0
"14235","NH",1986,"Property",3250000
"14236","NH",1987,"Property",0
"14237","NH",1988,"Property",250000
"14238","NH",1989,"Property",0
"14239","NH",1990,"Property",0
"14240","NH",1991,"Property",0
"14241","NH",1992,"Property",0
"14242","NH",1993,"Property",5505000
"14243","NH",1994,"Property",5655500
"14244","NH",1995,"Property",4455000
"14245","NH",1996,"Property",12893000
"14246","NH",1997,"Property",3807000
"14247","NH",1998,"Property",32405000
"14248","NH",1999,"Property",1347170
"14249","NH",2000,"Property",835000
"14250","NH",2001,"Property",6235000
"14251","NH",2002,"Property",918000
"14252","NH",2003,"Property",3770000
"14253","NH",2004,"Property",1222500
"14254","NH",2005,"Property",21346000
"14255","NH",2006,"Property",9972000
"14256","NH",2007,"Property",15328000
"14257","NH",2008,"Property",42089000
"14258","NH",2009,"Property",1128000
"14259","NH",2010,"Property",14599100
"14260","NH",2011,"Property",26987500
"14261","NJ",1950,"Property",0
"14262","NJ",1951,"Property",25000
"14263","NJ",1952,"Property",77500
"14264","NJ",1953,"Property",0
"14265","NJ",1954,"Property",0
"14266","NJ",1955,"Property",0
"14267","NJ",1956,"Property",50000
"14268","NJ",1957,"Property",250000
"14269","NJ",1958,"Property",527500
"14270","NJ",1959,"Property",0
"14271","NJ",1960,"Property",302750
"14272","NJ",1961,"Property",0
"14273","NJ",1962,"Property",5e+05
"14274","NJ",1963,"Property",0
"14275","NJ",1964,"Property",1275000
"14276","NJ",1965,"Property",0
"14277","NJ",1966,"Property",0
"14278","NJ",1967,"Property",25000
"14279","NJ",1968,"Property",0
"14280","NJ",1969,"Property",0
"14281","NJ",1970,"Property",275000
"14282","NJ",1971,"Property",750000
"14283","NJ",1972,"Property",0
"14284","NJ",1973,"Property",530500
"14285","NJ",1974,"Property",250
"14286","NJ",1975,"Property",25275000
